ad_id,provider,target_age,impressions,spend,headline,body
ad_2951,PayPal Pay Later,45-54,2493,2874.24,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_2952,Afterpay,25-34,1566,2522.75,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_2953,Klarna,18-24,2906,1071.61,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today."
ad_2954,PayPal Pay Later,65+,134,424.91,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_2955,Afterpay,18-24,3895,1932.88,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_2956,Affirm,25-34,2025,2869.82,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_2957,Affirm,18-24,1468,4834.74,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_2958,Affirm,18-24,5895,3420.84,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_2959,Klarna,18-24,8448,1796.2,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_2960,Klarna,25-34,450,2170.29,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_2961,Zip,35-44,318,4037.24,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_2962,Sezzle,25-34,1172,3142.79,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today."
ad_2963,Zip,45-54,10385,607.92,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today."
ad_2964,Sezzle,25-34,3157,525.58,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_2965,Zip,25-34,1966,4491.83,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_2966,Klarna,55-64,4862,1016.21,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_2967,Afterpay,18-24,4778,3855.35,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_2968,PayPal Pay Later,18-24,3669,1261.82,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_2969,Klarna,18-24,2849,2474.98,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_2970,Zip,35-44,1814,3113.67,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_2971,Afterpay,18-24,3124,2044.19,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_2972,Klarna,45-54,1663,2953.88,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_2973,Sezzle,18-24,7606,1046.2,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_2974,PayPal Pay Later,65+,31383,843.85,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_2975,PayPal Pay Later,18-24,1254,3427.03,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_2976,Affirm,18-24,9685,3552.32,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_2977,Afterpay,25-34,3191,410.52,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now!
ad_2978,Affirm,25-34,1725,2965.85,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_2979,Zip,55-64,2703,541.94,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_2980,Zip,18-24,1491,3704.17,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_2981,PayPal Pay Later,18-24,10831,4409.73,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_2982,Klarna,18-24,4651,289.68,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_2983,Affirm,35-44,13693,4617.34,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_2984,Klarna,25-34,1770,3765.91,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_2985,PayPal Pay Later,18-24,3229,2723.01,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_2986,Afterpay,25-34,2833,4137.97,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_2987,Afterpay,45-54,1730,4192.67,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_2988,Zip,25-34,4173,1776.15,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_2989,Zip,18-24,5835,946.35,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_2990,PayPal Pay Later,25-34,1293,3868.63,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_2991,Klarna,45-54,2717,4899.47,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_2992,Affirm,18-24,5783,2585.8,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_2993,Klarna,18-24,3272,3621.49,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_2994,Affirm,18-24,3399,1461.52,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_2995,Klarna,18-24,8332,1091.79,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_2996,PayPal Pay Later,18-24,2931,1418.23,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_2997,PayPal Pay Later,25-34,1034,185.48,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_2998,Klarna,18-24,14518,1754.64,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_2999,Klarna,25-34,5242,3569.56,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3000,Afterpay,18-24,1719,3268.27,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_3001,Sezzle,35-44,902,4073.48,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today."
ad_3002,PayPal Pay Later,18-24,1187,2289.25,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3003,Afterpay,18-24,8578,2442.03,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3004,Zip,18-24,30063,1728.87,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3005,Afterpay,25-34,1300,3878.92,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_3006,Affirm,25-34,219,1298.84,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3007,Afterpay,18-24,2507,1534.72,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3008,PayPal Pay Later,25-34,648,2840.4,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_3009,Zip,25-34,5177,269.33,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3010,PayPal Pay Later,45-54,866,4159.91,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_3011,Zip,18-24,2558,412.92,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3012,Klarna,35-44,675,1463.28,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3013,Sezzle,25-34,1301,1778.86,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3014,Sezzle,18-24,22820,2456.72,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today."
ad_3015,Sezzle,18-24,11652,3417.31,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3016,Klarna,18-24,2916,3147.7,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3017,Sezzle,18-24,3233,4673.07,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3018,Zip,18-24,2371,4189.73,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3019,Sezzle,25-34,3525,574.24,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3020,PayPal Pay Later,45-54,2294,4402.64,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3021,Afterpay,18-24,2861,1872.26,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3022,Zip,45-54,2777,205.43,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today."
ad_3023,Zip,25-34,2083,3536.24,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3024,Sezzle,25-34,1940,2753.93,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3025,PayPal Pay Later,55-64,1574,4609.12,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_3026,Zip,18-24,1245,4061.0,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3027,Zip,25-34,1897,344.74,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3028,Affirm,25-34,7059,1839.37,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_3029,Affirm,18-24,891,3608.45,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_3030,Affirm,55-64,20046,4285.34,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_3031,Zip,18-24,3325,3094.48,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3032,Klarna,45-54,3988,2651.17,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_3033,Sezzle,25-34,6602,2683.31,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3034,Sezzle,55-64,5899,87.58,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3035,Afterpay,45-54,3333,3768.66,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3036,Afterpay,18-24,1838,4873.94,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3037,Afterpay,25-34,2897,1930.78,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3038,PayPal Pay Later,25-34,2056,2090.97,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3039,Klarna,35-44,487,4967.17,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_3040,Affirm,25-34,10391,859.17,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3041,Affirm,18-24,11019,4333.81,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3042,Klarna,35-44,2753,1582.79,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_3043,Klarna,25-34,4158,830.42,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3044,Afterpay,25-34,7081,4979.53,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3045,Klarna,25-34,1182,3799.76,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3046,Afterpay,18-24,8940,1911.63,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3047,Affirm,25-34,1850,2818.78,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3048,Affirm,18-24,4925,4825.19,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3049,Zip,18-24,588,2785.71,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3050,Afterpay,45-54,1223,762.9,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_3051,Sezzle,35-44,2151,4192.85,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3052,Sezzle,25-34,5031,4098.0,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3053,Afterpay,18-24,3396,3523.59,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3054,Afterpay,18-24,9626,3245.07,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3055,Klarna,35-44,2715,1675.15,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3056,Afterpay,25-34,5104,352.51,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3057,Zip,45-54,17770,4688.42,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_3058,Klarna,18-24,4967,1219.05,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3059,Zip,25-34,7622,3603.71,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3060,Affirm,25-34,1116,3444.79,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3061,PayPal Pay Later,55-64,2637,2086.58,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_3062,Affirm,18-24,4991,825.08,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3063,Sezzle,18-24,3100,2943.3,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3064,Afterpay,18-24,12746,2792.16,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3065,Zip,18-24,2096,2135.09,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3066,Affirm,18-24,11209,2716.57,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3067,Klarna,18-24,2083,4127.46,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3068,Zip,65+,1452,2336.89,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_3069,PayPal Pay Later,18-24,1694,747.13,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3070,Afterpay,18-24,9045,1771.75,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3071,PayPal Pay Later,55-64,2013,3158.29,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3072,Afterpay,35-44,925,1775.79,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today."
ad_3073,Affirm,18-24,3402,4878.22,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3074,Sezzle,18-24,1767,2986.3,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3075,PayPal Pay Later,25-34,739,2168.84,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3076,Zip,18-24,5634,3507.97,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3077,Klarna,18-24,3001,2191.61,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3078,PayPal Pay Later,18-24,2132,238.75,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3079,Zip,25-34,4066,2797.67,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3080,Zip,25-34,3003,3041.59,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3081,Sezzle,35-44,16992,4910.55,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_3082,Klarna,45-54,7253,1979.98,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3083,Klarna,18-24,570,305.63,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3084,Sezzle,18-24,12450,4621.21,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3085,PayPal Pay Later,18-24,2201,2844.69,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3086,Affirm,35-44,6865,4664.53,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_3087,Affirm,18-24,437,2640.69,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3088,Sezzle,25-34,3889,3494.55,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3089,Sezzle,35-44,4933,4897.2,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_3090,Afterpay,18-24,1080,4074.6,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_3091,Sezzle,45-54,1637,531.54,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3092,Afterpay,25-34,9278,1970.26,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_3093,Sezzle,25-34,1041,1502.96,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3094,Klarna,25-34,1440,2536.36,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3095,Afterpay,25-34,1622,113.45,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_3096,Affirm,45-54,2463,1028.03,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_3097,PayPal Pay Later,25-34,3989,163.4,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3098,Affirm,25-34,3663,4852.95,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3099,PayPal Pay Later,18-24,5432,3124.62,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_3100,Affirm,25-34,1067,446.2,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3101,Afterpay,55-64,3534,2600.51,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_3102,Zip,25-34,1849,3976.88,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3103,PayPal Pay Later,45-54,2268,1904.53,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_3104,Affirm,18-24,2257,938.5,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3105,Zip,35-44,7892,2095.9,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_3106,Affirm,18-24,2581,2173.53,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3107,Zip,25-34,3744,2605.35,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3108,Affirm,25-34,1442,3210.94,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3109,PayPal Pay Later,25-34,841,904.3,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout.
ad_3110,PayPal Pay Later,55-64,4850,2082.4,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_3111,Zip,18-24,2297,1723.54,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3112,Sezzle,18-24,7655,1645.66,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3113,Affirm,25-34,2954,1897.61,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3114,PayPal Pay Later,55-64,13078,1757.67,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_3115,Klarna,25-34,6125,436.19,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3116,PayPal Pay Later,18-24,895,3004.95,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3117,Affirm,35-44,24773,1336.59,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3118,Affirm,25-34,8389,1994.4,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_3119,Affirm,18-24,9470,3478.26,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today."
ad_3120,Zip,25-34,1885,4108.9,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3121,Zip,25-34,1096,823.02,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3122,Zip,35-44,6542,263.94,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_3123,Zip,25-34,944,1161.18,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3124,Zip,25-34,5298,2031.61,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3125,PayPal Pay Later,35-44,6186,937.09,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
